id,number_of_reviews,first_review,last_review,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,reviews_per_month
241032,207,2011-11-01,2016-01-02,95.0,10.0,10.0,10.0,10.0,9.0,10.0,4.07
953595,43,2013-08-19,2015-12-29,96.0,10.0,10.0,10.0,10.0,10.0,10.0,1.48
3308979,20,2014-07-30,2015-09-03,97.0,10.0,10.0,10.0,10.0,10.0,10.0,1.15
7421966,0,,,,,,,,,,
278830,38,2012-07-10,2015-10-24,92.0,9.0,9.0,10.0,10.0,9.0,9.0,0.89
5956968,17,2015-06-11,2015-09-28,95.0,10.0,10.0,10.0,10.0,10.0,10.0,2.45
1909058,58,2014-01-27,2015-12-07,99.0,10.0,10.0,10.0,10.0,10.0,10.0,2.46
856550,173,2013-01-03,2016-01-01,97.0,10.0,10.0,10.0,10.0,9.0,10.0,4.73
4948745,8,2015-06-22,2015-08-17,97.0,10.0,9.0,10.0,9.0,10.0,10.0,1.22
2493658,32,2014-04-27,2015-12-20,97.0,10.0,10.0,10.0,10.0,10.0,9.0,1.55
175576,181,2011-07-21,2015-11-25,97.0,10.0,10.0,10.0,10.0,10.0,10.0,3.33
4454295,8,2015-05-06,2015-12-16,97.0,10.0,10.0,9.0,10.0,10.0,9.0,0.98
3883392,13,2014-11-09,2015-10-02,98.0,10.0,10.0,10.0,10.0,10.0,10.0,0.92
8889257,3,2015-12-16,2016-01-02,100.0,10.0,10.0,9.0,9.0,10.0,10.0,3.0
5680462,18,2015-06-15,2015-11-15,98.0,9.0,10.0,10.0,10.0,10.0,10.0,2.65
8988178,1,2015-11-25,2015-11-25,80.0,8.0,10.0,8.0,8.0,8.0,8.0,0.73
3245876,84,2014-06-30,2016-01-02,95.0,10.0,9.0,10.0,10.0,10.0,9.0,4.55
4933447,45,2015-03-16,2015-11-06,98.0,10.0,10.0,10.0,10.0,10.0,10.0,4.58
7735464,0,,,,,,,,,,
6291829,5,2015-07-07,2015-08-10,85.0,10.0,9.0,9.0,9.0,8.0,8.0,0.82
9218403,1,2016-01-03,2016-01-03,100.0,10.0,10.0,10.0,10.0,10.0,10.0,1.0
4125779,11,2014-09-27,2015-10-18,84.0,9.0,9.0,9.0,9.0,10.0,8.0,0.71
8942678,1,2015-12-01,2015-12-01,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0.86
10106055,0,,,,,,,,,,
6362362,1,2015-07-20,2015-07-20,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0.18
3544550,8,2015-07-04,2015-09-02,100.0,10.0,10.0,9.0,10.0,10.0,10.0,1.3
9025039,0,,,,,,,,,,
3200646,80,2014-07-06,2016-01-02,95.0,10.0,10.0,10.0,10.0,9.0,9.0,4.38
8859380,6,2015-10-24,2016-01-02,100.0,10.0,10.0,10.0,10.0,10.0,10.0,2.47
4520099,4,2015-01-04,2015-07-25,85.0,8.0,9.0,7.0,10.0,9.0,9.0,0.33
2481869,38,2014-05-01,2015-10-11,96.0,10.0,10.0,10.0,10.0,10.0,10.0,1.86
1110749,68,2013-06-15,2015-12-21,92.0,9.0,9.0,10.0,9.0,10.0,9.0,2.18
5978498,8,2015-07-06,2015-12-03,88.0,9.0,9.0,9.0,9.0,10.0,9.0,1.31
5021081,5,2015-08-07,2015-11-12,75.0,8.0,9.0,8.0,9.0,9.0,8.0,0.99
1686930,62,2013-10-08,2015-12-07,97.0,10.0,10.0,10.0,10.0,10.0,9.0,2.27
7680289,19,2015-08-27,2015-11-29,95.0,10.0,10.0,10.0,10.0,10.0,10.0,4.35
7207641,5,2015-08-04,2015-09-03,96.0,10.0,10.0,10.0,10.0,10.0,9.0,0.97
5062445,7,2015-05-17,2015-12-08,97.0,9.0,8.0,10.0,10.0,10.0,10.0,0.9
8925878,2,2015-10-25,2015-12-18,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0.83
6389657,11,2015-07-22,2015-08-19,98.0,10.0,10.0,10.0,10.0,10.0,10.0,1.98
4218733,71,2014-10-09,2016-01-01,90.0,10.0,8.0,10.0,10.0,10.0,9.0,4.7
2715623,9,2014-06-02,2015-10-29,91.0,9.0,10.0,9.0,9.0,10.0,10.0,0.46
1392332,41,2013-07-29,2015-07-31,98.0,10.0,10.0,10.0,10.0,10.0,9.0,1.38
7308567,18,2015-07-28,2015-12-31,98.0,10.0,10.0,10.0,10.0,10.0,10.0,3.35
6575380,9,2015-08-22,2015-09-20,100.0,10.0,10.0,9.0,9.0,10.0,10.0,1.99
6004058,20,2015-04-18,2016-01-02,92.0,9.0,9.0,9.0,9.0,9.0,9.0,2.29
9550869,0,,,,,,,,,,
8515408,3,2015-10-12,2015-12-31,100.0,10.0,10.0,10.0,10.0,10.0,10.0,1.06
5383192,1,2015-06-29,2015-06-29,100.0,8.0,10.0,10.0,10.0,10.0,10.0,0.16
1112092,26,2013-05-05,2015-12-29,95.0,10.0,10.0,9.0,10.0,10.0,9.0,0.8
7772661,2,2015-12-20,2015-12-21,100.0,10.0,10.0,10.0,10.0,10.0,10.0,2.0
9254900,0,,,,,,,,,,
7714294,3,2015-08-18,2015-09-03,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0.64
10310373,0,,,,,,,,,,
9368342,0,,,,,,,,,,
6361863,44,2015-05-16,2016-01-01,94.0,10.0,10.0,10.0,10.0,10.0,9.0,5.64
8105221,10,2015-09-07,2015-11-29,100.0,10.0,10.0,10.0,10.0,10.0,10.0,2.5
3269390,77,2014-06-23,2015-12-28,98.0,10.0,10.0,10.0,10.0,10.0,10.0,4.12
4566393,0,,,,,,,,,,
9282409,2,2015-11-20,2015-12-12,100.0,10.0,10.0,10.0,10.0,10.0,10.0,1.3
8095168,1,2015-09-08,2015-09-08,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0.25
2746782,109,2014-04-21,2015-12-29,97.0,10.0,10.0,10.0,10.0,9.0,10.0,5.24
6424982,52,2015-05-29,2016-01-02,92.0,9.0,9.0,10.0,10.0,10.0,9.0,7.06
762029,191,2012-11-05,2016-01-01,97.0,10.0,10.0,10.0,10.0,9.0,10.0,4.96
8988281,0,,,,,,,,,,
7077910,9,2015-08-10,2015-11-29,91.0,9.0,9.0,10.0,10.0,10.0,9.0,1.82
3772674,65,2014-08-28,2015-12-14,98.0,10.0,10.0,10.0,10.0,10.0,10.0,3.94
7021906,5,2015-09-18,2015-12-16,96.0,10.0,10.0,10.0,10.0,10.0,9.0,1.38
7618605,5,2015-08-10,2015-12-01,96.0,10.0,10.0,10.0,10.0,10.0,9.0,1.01
10234558,0,,,,,,,,,,
7021702,0,,,,,,,,,,
7680439,16,2015-08-12,2015-12-20,93.0,9.0,10.0,10.0,10.0,10.0,10.0,3.29
4258515,23,2015-05-25,2015-10-08,77.0,8.0,8.0,9.0,9.0,9.0,8.0,3.07
1148517,45,2013-06-13,2015-09-21,97.0,9.0,9.0,10.0,10.0,10.0,9.0,1.44
2487892,75,2014-03-26,2015-12-20,94.0,10.0,9.0,10.0,10.0,10.0,10.0,3.46
3038772,86,2014-06-02,2016-01-01,94.0,9.0,10.0,10.0,10.0,10.0,10.0,4.43
699460,151,2012-10-15,2015-12-18,97.0,10.0,10.0,10.0,10.0,10.0,10.0,3.85
4085439,6,2014-09-21,2015-05-29,92.0,10.0,10.0,10.0,10.0,10.0,8.0,0.38
8053990,16,2015-08-30,2015-12-13,94.0,10.0,10.0,10.0,10.0,10.0,10.0,3.75
7011773,0,,,,,,,,,,
2467550,0,,,,,,,,,,
2686374,165,2014-04-14,2016-01-02,95.0,9.0,10.0,10.0,10.0,10.0,9.0,7.84
1956274,48,2014-02-20,2015-12-01,100.0,10.0,10.0,10.0,10.0,10.0,10.0,2.11
8537192,0,,,,,,,,,,
5919096,2,2015-05-17,2015-06-01,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0.26
6516529,0,,,,,,,,,,
3294243,27,2014-07-07,2015-10-14,93.0,10.0,10.0,10.0,10.0,10.0,9.0,1.48
10210971,0,,,,,,,,,,
3584790,0,,,,,,,,,,
1266459,9,2013-07-09,2015-07-17,98.0,10.0,10.0,10.0,10.0,9.0,9.0,0.3
9098059,0,,,,,,,,,,
408526,0,,,,,,,,,,
4118282,88,2014-10-27,2016-01-02,95.0,10.0,10.0,10.0,10.0,9.0,9.0,6.07
6813483,10,2015-07-18,2015-12-26,98.0,9.0,10.0,10.0,10.0,10.0,9.0,1.75
6590264,5,2015-07-05,2015-11-13,96.0,10.0,10.0,10.0,10.0,9.0,10.0,0.82
2650482,10,2014-09-21,2015-08-07,98.0,10.0,10.0,10.0,10.0,10.0,9.0,0.64
20927,244,2010-07-04,2015-12-26,97.0,10.0,9.0,10.0,10.0,10.0,10.0,3.64
4395578,1,2015-03-29,2015-03-29,100.0,10.0,10.0,10.0,10.0,8.0,10.0,0.11
4995903,0,,,,,,,,,,
5549211,40,2015-03-15,2016-01-03,98.0,10.0,10.0,10.0,10.0,10.0,10.0,4.05
8240758,2,2015-09-30,2015-10-04,80.0,9.0,10.0,10.0,10.0,10.0,9.0,0.62
6856295,46,2015-06-18,2016-01-01,97.0,10.0,10.0,10.0,10.0,10.0,10.0,6.87
6881188,23,2015-07-05,2015-12-30,96.0,10.0,10.0,10.0,10.0,10.0,9.0,3.75
1579615,44,2013-09-05,2015-12-21,98.0,10.0,10.0,10.0,10.0,10.0,10.0,1.55
3766866,14,2014-08-11,2015-12-31,97.0,10.0,10.0,10.0,10.0,10.0,9.0,0.82
2406966,12,2014-09-23,2015-10-29,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0.77
4872699,1,2015-02-02,2015-02-02,100.0,8.0,10.0,10.0,10.0,10.0,8.0,0.09
5470629,25,2015-05-29,2015-12-20,99.0,10.0,10.0,10.0,10.0,10.0,10.0,3.39
2950213,35,2014-06-14,2015-11-02,95.0,10.0,9.0,10.0,10.0,10.0,9.0,1.84
9015088,5,2015-11-28,2016-01-02,100.0,10.0,10.0,10.0,10.0,10.0,10.0,3.95
3979496,31,2014-08-30,2015-11-07,95.0,10.0,10.0,10.0,10.0,10.0,10.0,1.89
7501919,7,2015-08-05,2015-10-11,97.0,8.0,10.0,10.0,10.0,10.0,9.0,1.37
4732995,4,2015-08-14,2015-12-20,95.0,10.0,9.0,10.0,10.0,10.0,10.0,0.83
7134759,16,2015-09-03,2015-12-19,98.0,10.0,10.0,10.0,10.0,10.0,10.0,3.87
4532538,1,2016-01-01,2016-01-01,100.0,10.0,10.0,10.0,10.0,10.0,10.0,1.0
7534398,8,2015-10-26,2015-12-21,100.0,10.0,10.0,10.0,10.0,10.0,10.0,3.38
9387189,1,2015-12-05,2015-12-05,100.0,10.0,10.0,10.0,10.0,10.0,10.0,1.0
6337492,5,2015-05-19,2015-10-10,92.0,9.0,8.0,9.0,10.0,10.0,10.0,0.65
10231701,0,,,,,,,,,,
1609922,26,2013-10-14,2015-11-29,94.0,10.0,9.0,10.0,10.0,10.0,9.0,0.96
4236723,113,2014-10-12,2016-01-02,94.0,9.0,9.0,10.0,10.0,10.0,9.0,7.53
7843837,0,,,,,,,,,,
3076065,15,2015-01-02,2015-09-21,96.0,10.0,10.0,9.0,10.0,10.0,9.0,1.22
6423204,44,2015-05-25,2015-12-27,91.0,9.0,9.0,10.0,10.0,9.0,9.0,5.87
8338849,7,2015-09-17,2015-09-30,94.0,10.0,10.0,10.0,10.0,10.0,10.0,1.91
6401209,13,2015-06-29,2015-12-28,97.0,10.0,10.0,10.0,10.0,10.0,10.0,2.05
20928,44,2015-06-07,2015-12-23,97.0,10.0,10.0,10.0,10.0,10.0,10.0,6.23
3344977,56,2014-07-13,2015-10-25,96.0,10.0,10.0,10.0,10.0,10.0,10.0,3.11
7604621,11,2015-10-04,2015-12-23,95.0,10.0,10.0,9.0,10.0,10.0,9.0,3.55
3303978,39,2014-07-28,2015-12-28,98.0,10.0,10.0,10.0,10.0,10.0,10.0,2.22
7067082,10,2015-07-10,2015-09-28,90.0,9.0,9.0,10.0,10.0,10.0,9.0,1.68
3121829,6,2014-07-22,2015-12-30,90.0,10.0,10.0,9.0,9.0,10.0,9.0,0.34
2539881,4,2014-05-25,2015-11-29,85.0,8.0,8.0,10.0,10.0,10.0,10.0,0.2
3678718,79,2014-08-16,2015-12-18,96.0,10.0,10.0,10.0,10.0,10.0,10.0,4.67
4694479,50,2015-03-29,2015-12-14,96.0,10.0,10.0,10.0,10.0,10.0,10.0,5.32
6646843,28,2015-08-13,2015-12-28,89.0,10.0,9.0,10.0,10.0,10.0,9.0,5.79
1364440,20,2013-08-09,2015-09-26,100.0,10.0,10.0,10.0,10.0,9.0,10.0,0.68
1781873,57,2014-03-09,2015-12-01,92.0,10.0,9.0,10.0,10.0,9.0,9.0,2.56
4138423,38,2014-10-25,2015-12-20,94.0,10.0,9.0,10.0,10.0,9.0,9.0,2.61
5562674,71,2015-03-15,2015-12-13,95.0,10.0,10.0,10.0,10.0,10.0,9.0,7.2
1789341,17,2014-04-20,2015-11-28,99.0,10.0,10.0,10.0,10.0,10.0,10.0,0.82
4672934,13,2015-01-02,2016-01-02,98.0,10.0,10.0,10.0,10.0,10.0,10.0,1.06
4550099,3,2014-11-29,2015-05-26,93.0,9.0,7.0,9.0,10.0,9.0,8.0,0.22
1198799,19,2015-03-01,2016-01-01,98.0,10.0,10.0,10.0,10.0,10.0,10.0,1.84
5308429,18,2015-02-12,2016-01-02,99.0,10.0,10.0,10.0,10.0,10.0,10.0,1.65
2769088,12,2014-05-26,2015-08-11,71.0,8.0,6.0,9.0,9.0,9.0,7.0,0.61
7603135,4,2015-08-17,2015-09-21,95.0,10.0,10.0,9.0,10.0,10.0,10.0,0.85
9374365,7,2015-11-13,2015-12-30,97.0,10.0,10.0,10.0,10.0,10.0,10.0,3.96
6106498,23,2015-05-05,2015-10-12,97.0,10.0,10.0,10.0,10.0,9.0,10.0,2.82
9331449,2,2015-12-07,2015-12-14,90.0,10.0,8.0,10.0,10.0,10.0,9.0,2.0
8799162,0,,,,,,,,,,
4317390,39,2014-11-23,2015-12-21,95.0,10.0,10.0,9.0,10.0,10.0,9.0,2.87
3884851,64,2014-08-25,2016-01-02,96.0,10.0,10.0,10.0,10.0,10.0,10.0,3.86
3155785,4,2015-08-11,2015-09-07,80.0,10.0,8.0,9.0,9.0,9.0,9.0,0.82
9368517,0,,,,,,,,,,
5643240,8,2015-06-20,2015-12-04,90.0,10.0,9.0,10.0,10.0,10.0,10.0,1.21
5042014,14,2015-02-02,2015-10-26,97.0,10.0,10.0,10.0,10.0,10.0,10.0,1.25
7724630,1,2015-09-27,2015-09-27,100.0,8.0,8.0,10.0,10.0,10.0,8.0,0.3
9449437,0,,,,,,,,,,
3053237,85,2014-05-19,2015-12-02,99.0,10.0,10.0,10.0,10.0,9.0,10.0,4.28
8132347,0,,,,,,,,,,
63733,125,2011-04-23,2015-12-30,97.0,10.0,10.0,10.0,10.0,10.0,10.0,2.18
2039149,121,2014-01-30,2015-12-21,91.0,9.0,9.0,10.0,10.0,9.0,9.0,5.15
227636,131,2011-11-09,2015-12-29,97.0,10.0,10.0,10.0,10.0,9.0,10.0,2.59
3689119,49,2014-08-08,2016-01-02,98.0,10.0,10.0,10.0,10.0,10.0,10.0,2.85
1179538,2,2015-11-20,2015-12-01,100.0,10.0,10.0,10.0,10.0,8.0,8.0,1.3
6823781,28,2015-06-23,2015-11-29,95.0,10.0,10.0,10.0,10.0,10.0,10.0,4.29
2284536,111,2014-02-23,2015-12-20,92.0,9.0,9.0,10.0,10.0,10.0,9.0,4.89
5143441,49,2015-02-13,2015-12-18,97.0,10.0,10.0,10.0,10.0,10.0,10.0,4.51
5749958,28,2015-05-03,2015-10-05,96.0,10.0,10.0,10.0,10.0,10.0,10.0,3.4
9116815,0,,,,,,,,,,
7731836,3,2015-12-11,2015-12-27,100.0,10.0,10.0,10.0,10.0,9.0,9.0,3.0
10262971,0,,,,,,,,,,
1407502,9,2014-06-12,2014-12-02,89.0,8.0,9.0,9.0,9.0,9.0,9.0,0.47
8817038,12,2015-10-28,2015-12-28,97.0,10.0,10.0,10.0,10.0,10.0,10.0,5.22
4449303,50,2015-03-12,2015-12-23,95.0,10.0,10.0,10.0,10.0,10.0,9.0,5.02
8255615,3,2015-09-21,2015-12-01,100.0,10.0,10.0,9.0,10.0,10.0,10.0,0.85
4053092,24,2014-10-06,2015-10-06,98.0,10.0,10.0,10.0,10.0,10.0,10.0,1.58
6886633,81,2015-06-19,2015-12-18,95.0,10.0,10.0,10.0,10.0,9.0,10.0,12.15
8820414,0,,,,,,,,,,
3052151,19,2014-06-01,2015-07-30,85.0,8.0,7.0,9.0,9.0,9.0,8.0,0.98
2339333,6,2015-06-29,2015-07-28,100.0,10.0,10.0,10.0,10.0,9.0,9.0,0.95
1618842,115,2014-01-15,2015-12-15,99.0,10.0,10.0,10.0,10.0,10.0,10.0,4.79
888967,72,2013-03-31,2015-12-01,99.0,10.0,10.0,10.0,10.0,10.0,10.0,2.14
380950,12,2012-06-25,2015-09-14,84.0,8.0,9.0,10.0,10.0,9.0,8.0,0.28
8097708,1,2015-09-09,2015-09-09,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0.25
5671843,31,2015-03-30,2015-12-01,95.0,10.0,9.0,10.0,10.0,10.0,10.0,3.31
904057,125,2013-02-19,2015-12-19,97.0,10.0,10.0,10.0,10.0,10.0,10.0,3.57
7161725,7,2015-07-20,2015-09-20,97.0,9.0,10.0,10.0,10.0,10.0,10.0,1.24
9587410,2,2015-12-24,2016-01-03,100.0,10.0,10.0,10.0,10.0,10.0,10.0,2.0
9202380,0,,,,,,,,,,
2238105,62,2014-02-16,2015-12-28,97.0,10.0,10.0,10.0,10.0,10.0,9.0,2.7
9545766,0,,,,,,,,,,
2441908,74,2014-03-03,2015-12-29,98.0,10.0,10.0,10.0,10.0,10.0,10.0,3.3
9367465,1,2015-12-01,2015-12-01,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0.86
3031415,107,2014-06-14,2015-12-26,95.0,10.0,9.0,10.0,10.0,10.0,9.0,5.63
843812,10,2013-03-11,2015-10-20,96.0,10.0,10.0,10.0,10.0,9.0,10.0,0.29
3835995,155,2014-08-14,2015-12-23,96.0,10.0,10.0,10.0,10.0,10.0,10.0,9.14
9732638,0,,,,,,,,,,
3768745,15,2015-06-21,2015-11-01,100.0,10.0,10.0,10.0,10.0,10.0,10.0,2.27
3975434,17,2014-08-31,2015-08-27,96.0,10.0,10.0,10.0,10.0,10.0,9.0,1.04
5620928,13,2015-06-09,2015-10-18,92.0,9.0,9.0,10.0,10.0,9.0,9.0,1.86
7381677,13,2015-08-03,2015-12-21,97.0,10.0,10.0,10.0,10.0,10.0,10.0,2.52
5487934,2,2015-05-18,2015-07-27,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0.26
9028447,1,2015-12-12,2015-12-12,,,,,,,,1.0
757840,98,2012-11-11,2015-12-05,98.0,10.0,10.0,10.0,10.0,10.0,10.0,2.56
8848403,2,2015-12-14,2015-12-25,100.0,10.0,10.0,10.0,10.0,9.0,10.0,2.0
7430926,28,2015-08-16,2015-12-29,90.0,10.0,9.0,9.0,10.0,9.0,9.0,5.92
7021544,17,2015-07-27,2015-11-27,91.0,10.0,9.0,10.0,10.0,9.0,9.0,3.15
1323446,139,2013-07-10,2015-12-20,97.0,10.0,10.0,10.0,9.0,10.0,10.0,4.59
3925573,5,2014-09-22,2015-09-14,100.0,10.0,10.0,10.0,10.0,10.0,9.0,0.32
8723086,15,2015-10-07,2015-12-22,96.0,10.0,9.0,10.0,10.0,9.0,10.0,5.0
781474,1,2013-04-03,2013-04-03,90.0,,10.0,10.0,10.0,8.0,10.0,0.03
9812439,0,,,,,,,,,,
3401644,5,2014-09-02,2015-08-30,88.0,10.0,9.0,9.0,10.0,10.0,10.0,0.31
10036903,0,,,,,,,,,,
5310193,3,2015-08-09,2015-12-28,93.0,9.0,9.0,10.0,9.0,10.0,10.0,0.6
5308875,17,2015-07-12,2015-11-21,94.0,10.0,10.0,10.0,10.0,10.0,9.0,2.88
5052459,31,2015-03-09,2015-12-15,96.0,10.0,10.0,10.0,10.0,10.0,9.0,3.08
7228499,34,2015-08-16,2015-12-28,92.0,9.0,9.0,10.0,10.0,10.0,9.0,7.18
7651653,1,2015-11-10,2015-11-10,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0.54
1494986,10,2013-09-06,2015-12-05,100.0,10.0,10.0,10.0,10.0,9.0,10.0,0.35
1783382,15,2013-12-31,2015-09-28,98.0,10.0,9.0,10.0,10.0,9.0,9.0,0.61
7513198,1,2015-08-15,2015-08-15,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0.21
8308316,7,2015-09-21,2015-12-20,97.0,10.0,10.0,10.0,10.0,10.0,10.0,1.98
9694921,1,2015-12-31,2015-12-31,100.0,10.0,10.0,10.0,10.0,10.0,10.0,1.0
2472850,28,2014-05-19,2015-09-07,82.0,9.0,8.0,9.0,9.0,9.0,8.0,1.41
5487522,7,2015-03-23,2015-10-03,89.0,9.0,9.0,9.0,9.0,9.0,9.0,0.73
4016650,36,2015-03-01,2015-11-18,97.0,10.0,10.0,10.0,10.0,9.0,10.0,3.48
10229434,0,,,,,,,,,,
3479241,16,2014-08-01,2015-08-17,92.0,10.0,9.0,9.0,10.0,10.0,9.0,0.92
5848400,4,2015-05-09,2015-10-19,90.0,9.0,10.0,10.0,10.0,10.0,9.0,0.5
6077760,23,2015-05-14,2015-10-25,98.0,10.0,10.0,10.0,10.0,10.0,10.0,2.92
4642956,1,2015-03-08,2015-03-08,100.0,10.0,10.0,10.0,10.0,10.0,8.0,0.1
1167507,61,2013-06-02,2015-12-11,97.0,10.0,10.0,10.0,10.0,10.0,10.0,1.93
6044106,50,2015-04-26,2015-12-28,96.0,10.0,10.0,10.0,10.0,9.0,10.0,5.91
1799255,55,2014-01-13,2015-11-17,97.0,10.0,9.0,10.0,10.0,10.0,10.0,2.29
8941768,1,2015-11-15,2015-11-15,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0.59
6569950,1,2015-08-10,2015-08-10,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0.2
7733192,12,2015-08-23,2016-01-01,100.0,10.0,10.0,10.0,10.0,10.0,9.0,2.67
9215782,2,2015-12-01,2015-12-12,100.0,,10.0,,10.0,,,1.71
5175631,26,2015-03-08,2015-12-11,98.0,10.0,10.0,10.0,10.0,10.0,10.0,2.57
6315614,0,,,,,,,,,,
9134193,1,2015-12-20,2015-12-20,100.0,10.0,10.0,10.0,10.0,10.0,10.0,1.0
2481189,53,2014-03-17,2015-11-23,96.0,10.0,10.0,10.0,10.0,9.0,10.0,2.41
8535897,13,2015-09-25,2015-12-29,100.0,10.0,10.0,10.0,10.0,10.0,10.0,3.82
9476826,0,,,,,,,,,,
3144311,4,2015-06-29,2015-09-08,95.0,10.0,9.0,10.0,10.0,10.0,9.0,0.63
9370007,0,,,,,,,,,,
6781308,32,2015-06-14,2015-12-18,97.0,10.0,10.0,10.0,10.0,9.0,10.0,4.68
160222,53,2011-07-20,2015-10-10,93.0,9.0,9.0,10.0,10.0,10.0,9.0,0.98
4250367,8,2014-10-13,2015-11-29,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0.53
8755479,2,2015-10-13,2015-11-28,100.0,10.0,10.0,9.0,10.0,10.0,9.0,0.71
8829156,7,2015-10-18,2015-12-28,100.0,10.0,10.0,10.0,10.0,10.0,10.0,2.66
5126077,1,2015-10-08,2015-10-08,80.0,10.0,10.0,10.0,10.0,8.0,6.0,0.34
6108796,49,2015-04-27,2015-12-17,95.0,10.0,10.0,10.0,10.0,9.0,9.0,5.81
2692126,59,2014-08-10,2015-12-13,98.0,10.0,10.0,10.0,10.0,9.0,10.0,3.45
6882211,0,,,,,,,,,,
9573675,0,,,,,,,,,,
3544953,18,2014-07-22,2015-09-25,97.0,10.0,10.0,10.0,10.0,10.0,10.0,1.02
2020505,63,2014-02-18,2015-10-19,99.0,10.0,10.0,10.0,10.0,10.0,10.0,2.76
5580457,16,2015-03-29,2016-01-03,93.0,10.0,10.0,9.0,10.0,9.0,9.0,1.7
1495271,4,2013-08-26,2015-08-08,95.0,9.0,10.0,10.0,10.0,10.0,9.0,0.14
8455865,3,2015-10-13,2015-12-01,100.0,10.0,10.0,10.0,10.0,10.0,10.0,1.07
9679300,0,,,,,,,,,,
6065566,2,2015-07-27,2015-08-31,100.0,10.0,9.0,10.0,10.0,10.0,10.0,0.37
4645208,14,2015-04-12,2015-08-30,99.0,10.0,10.0,10.0,10.0,10.0,10.0,1.57
6115807,9,2015-07-13,2015-11-28,96.0,10.0,10.0,10.0,10.0,10.0,10.0,1.53
7091397,11,2015-07-22,2015-11-02,98.0,10.0,10.0,10.0,10.0,10.0,10.0,1.98
6134153,11,2015-06-21,2015-10-06,91.0,9.0,9.0,10.0,10.0,10.0,9.0,1.67
7763878,1,2015-09-01,2015-09-01,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0.24
8088447,1,2015-11-09,2015-11-09,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0.53
3418349,115,2014-07-14,2016-01-02,94.0,10.0,9.0,10.0,10.0,10.0,9.0,6.39
9199982,6,2015-11-23,2015-12-28,87.0,9.0,9.0,9.0,10.0,8.0,9.0,4.19
6400000,10,2015-06-13,2015-09-25,92.0,10.0,10.0,10.0,10.0,10.0,9.0,1.46
6776229,21,2015-08-29,2015-12-21,96.0,10.0,10.0,10.0,10.0,9.0,10.0,4.88
7627794,5,2015-08-10,2015-11-01,96.0,10.0,10.0,10.0,10.0,10.0,10.0,1.01
8374102,5,2015-09-21,2015-12-23,92.0,9.0,9.0,10.0,10.0,9.0,9.0,1.42
6316934,53,2015-05-17,2015-12-26,95.0,10.0,10.0,10.0,10.0,9.0,10.0,6.82
1820794,106,2014-01-07,2015-12-30,99.0,10.0,10.0,10.0,10.0,10.0,10.0,4.37
314180,24,2012-03-06,2015-12-01,100.0,10.0,9.0,10.0,10.0,10.0,10.0,0.51
8670079,0,,,,,,,,,,
4868135,11,2015-01-01,2015-09-29,96.0,9.0,10.0,9.0,9.0,10.0,9.0,0.89
5336585,1,2015-03-07,2015-03-07,,,,,,,,0.1
1427103,79,2013-09-04,2015-12-06,95.0,10.0,10.0,10.0,10.0,10.0,9.0,2.78
3518808,52,2014-09-02,2015-11-29,97.0,10.0,10.0,10.0,10.0,10.0,10.0,3.18
8995844,1,2015-11-29,2015-11-29,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0.81
356566,13,2012-03-25,2014-02-23,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0.28
6466388,20,2015-06-09,2015-10-06,87.0,8.0,9.0,9.0,9.0,10.0,8.0,2.86
4531944,30,2014-12-08,2016-01-02,99.0,10.0,10.0,10.0,10.0,10.0,10.0,2.29
6686072,14,2015-07-06,2015-11-18,97.0,9.0,10.0,10.0,10.0,10.0,9.0,2.3
4384343,27,2014-11-01,2015-12-01,96.0,10.0,10.0,10.0,10.0,10.0,10.0,1.88
7900056,5,2015-09-21,2015-11-01,84.0,10.0,8.0,9.0,8.0,9.0,9.0,1.42
6378563,5,2015-05-26,2015-08-31,96.0,10.0,10.0,10.0,10.0,10.0,10.0,0.67
5630783,28,2015-03-23,2015-11-09,97.0,10.0,10.0,10.0,10.0,10.0,10.0,2.92
340706,97,2012-03-13,2015-12-14,96.0,10.0,10.0,10.0,10.0,10.0,10.0,2.09
6202214,15,2015-05-21,2015-12-05,96.0,10.0,10.0,10.0,10.0,10.0,10.0,1.97
1030411,3,2014-06-22,2014-12-28,100.0,10.0,10.0,9.0,10.0,10.0,10.0,0.16
